account_id,customer_id,account_type,balance,currency,created_at
927a27be-eea7-488d-936e-827f7bf79dd6,6f0825dd-42a1-410c-a131-7aea41be1ae5,INVESTMENT,23910.75,EUR,2026-03-16 00:12:11.893524
1d534bf9-c2a3-4d38-a0fa-581174de69f7,80396c02-9d09-4099-8ebb-741a5763040a,SAVINGS,33635.01,CAD,2026-02-12 00:12:11.893568
98153841-41ef-4ef1-88f7-d3a7b606f0ef,a2d36dd2-ef31-4686-8529-6e003b24fd85,INVESTMENT,3164.97,CAD,2026-02-07 00:12:11.893610
b159c2e4-5432-493e-860b-1a9019bc6eb8,ed4a07e5-16a8-4569-b9ee-e3af4daeb0e8,SAVINGS,14898.46,CAD,2026-03-28 00:12:11.893652
bb250cf4-a04b-4895-a642-c159a446d3f2,319c6d78-b964-4079-a0f1-bd073dda6a4b,CHECKING,20761.33,EUR,2026-02-19 00:12:11.893695
7a3c11f2-a2d3-4bf3-af7f-90cde003276d,8fa3cb52-0d43-4de2-91b0-e299dc137ea5,CHECKING,13438.16,EUR,2026-01-08 00:12:11.893737
a7d3b45b-d3a8-4b4e-b697-7aa7c9066612,3619c415-e63d-47b8-9fc8-95dbda4ffaa7,INVESTMENT,11859.72,EUR,2026-06-12 00:12:11.893783
8b025abc-79e0-4bc6-86ab-37d49b70d272,f1a4c59e-6eaa-43b1-8abd-cd348027e6cb,SAVINGS,21008.58,CAD,2026-06-20 00:12:11.893832
682bfbe9-224c-4407-97f3-9da02e6f3985,714c4688-6727-4fa8-b849-0431b17bfe09,CHECKING,7789.24,CAD,2026-01-18 00:12:11.893875
9ca4a50c-df53-4e53-a419-5e2d04d73ee5,08312d80-3d11-45fc-a281-13caac8e1468,CHECKING,10971.43,CAD,2026-05-28 00:12:11.893919
1daf9e3a-e46a-4777-8ea3-e8bb3e9a1765,d31f19d5-27c7-4699-a247-cf545603319b,INVESTMENT,23683.11,CAD,2026-04-23 00:12:11.893960
c44c772e-dfc7-47ea-ba3a-cb0c244e6c00,700fb671-6303-4222-ba92-6e23af15de53,SAVINGS,11949.17,EUR,2026-03-28 00:12:11.894002
5838542e-f90b-4709-9a53-4c8633eece4f,5597e237-dfb7-49cd-b756-b16700f9d06f,CHECKING,17785.15,USD,2026-04-28 00:12:11.894043
f2cef06b-1f9c-4016-a809-6ab955c9ea77,a57bcd28-9ab6-4783-8607-e082ff410d97,SAVINGS,2462.55,CAD,2026-07-07 00:12:11.894085
907cfdb5-5182-4463-a3d1-8c24f25b2087,8fa3cb52-0d43-4de2-91b0-e299dc137ea5,INVESTMENT,30462.24,USD,2026-03-15 00:12:11.894126
0685e06b-5de3-47c9-aaa2-b346e6a932a6,30e65ef7-3dfc-4b7d-930b-7c326b3651cf,INVESTMENT,15057.89,EUR,2026-04-01 00:12:11.894172
52d6a122-7a62-41cd-8906-a8d46368a7c8,b0c248cd-f0ee-4f58-bd75-48f2e5dfce54,INVESTMENT,23379.19,USD,2026-04-03 00:12:11.894214
e2e2f0b2-dd3e-4b43-b407-5cc13ad174e9,376e95e7-d223-4f74-b8bd-973f4b13d7b5,CHECKING,2712.06,USD,2026-06-30 00:12:11.894256
81235117-40dd-4719-9b24-d9d1842b7f66,57c6a7f4-39cf-4679-9dee-fb17b597cb9d,INVESTMENT,18553.84,USD,2026-05-20 00:12:11.894298
61851c4f-fec4-4804-a30b-a8d659291fbc,a2d36dd2-ef31-4686-8529-6e003b24fd85,CHECKING,23976.72,USD,2026-06-27 00:12:11.894344
fb8fca62-cede-48dd-b8e3-b47f1e3c8707,ce528100-94cd-43c4-b391-abbde2b628ec,INVESTMENT,24114.15,USD,2026-01-04 00:12:11.894386
9c4fe91f-e219-4f40-adaa-e2d5dc7f006a,25670001-226f-4714-bef4-d6a9ddfbac76,SAVINGS,31550.47,CAD,2026-07-19 00:12:11.894427
3a507ef1-2ddf-4e97-917a-d429b063b979,ae55e9e0-64fe-4a91-937a-074f1ad3b861,SAVINGS,27526.67,USD,2026-02-09 00:12:11.894468
34928ee3-2e3e-457b-9f86-11faf173da09,d59d6ceb-706c-4846-b350-025db752a265,INVESTMENT,25781.9,USD,2026-04-19 00:12:11.894510
1dee267f-45f8-4b20-a3ba-49f6c389d43c,ce27fc43-6710-4942-b6c4-c3ecbc4ed01c,SAVINGS,6547.37,EUR,2026-06-20 00:12:11.894552
cd83c1aa-6fc1-48bf-8ee4-78bf9a22d1a2,d262fdaf-4a9b-4c62-bfa5-d8291f16c328,SAVINGS,22578.76,USD,2026-04-05 00:12:11.894593
14e6aa8e-4d12-4bb5-9c26-172d46f6d9f4,1c19d6c1-c5d3-47fd-9b6c-d0492fb681c9,CHECKING,31329.97,CAD,2026-01-11 00:12:11.894635
6fd430c3-8a1c-4c20-99bc-dd933807f380,e8d4b1a1-ec5d-49ab-bdfb-7e72d5008b97,SAVINGS,26961.42,EUR,2026-02-12 00:12:11.894975
5da5556d-8f2d-448d-81f9-b79139cb2a00,af6888b6-2495-4538-8761-72e1b039b20d,CHECKING,2779.82,USD,2026-03-15 00:12:11.895081
586a2f45-7896-4d89-82c5-f995f08fab07,1a56e4ce-ebb7-4326-8d5e-d12e178dd52a,INVESTMENT,12619.47,CAD,2026-01-27 00:12:11.895148
8b015678-6674-4319-818c-452a74cbad1d,5b687159-d37b-4f8a-a633-b01cb3ddbc99,CHECKING,7396.84,CAD,2026-06-06 00:12:11.895202
54209d35-3411-4671-a9e8-e83af04740ac,bec6b754-40e5-4c5c-93e4-48239e6170e4,INVESTMENT,28596.85,CAD,2026-04-10 00:12:11.895253
9639ccb6-b21a-4666-a882-de10cf1ae620,9e8408a9-ab63-4ad6-a442-e4a7ffccbd76,CHECKING,31471.7,EUR,2026-05-28 00:12:11.895299
48615abb-b80d-4616-a67b-c569fcfb751d,24a0b271-94e7-4d46-b798-10aaaebf7c40,INVESTMENT,33337.14,USD,2026-06-17 00:12:11.895346
ff81ca03-7503-4d58-b645-1a1038c5aa51,d500277c-3af0-4147-9be8-8fdf22eaf6f1,CHECKING,32944.1,USD,2026-01-08 00:12:11.895391
389ad242-971b-49e8-a45e-1fe9c94201a3,0c38b437-a2a8-4e2c-8bb6-47e447aaf546,CHECKING,30900.08,EUR,2026-06-10 00:12:11.895607
e8e10086-614f-4d88-bab9-402a2de20768,156c2d8c-04d6-4e48-ad5f-5ddce9fdf824,CHECKING,11659.56,EUR,2026-05-30 00:12:11.895674
7143d1e0-76c9-45dc-b396-c100ccc77780,cc2e6c06-69ba-4f58-a157-39f0e832e618,SAVINGS,2749.32,CAD,2026-04-30 00:12:11.895736
dbeb0cd0-c78b-4a6f-afa5-36dc64f257c3,7e5776d3-f620-4d87-ad88-0168e4c137cf,SAVINGS,7704.01,CAD,2026-06-20 00:12:11.895784
61910b92-2f41-42c2-8f76-bdbee56686fb,ed0f194e-d4a6-4097-b50e-53e20d64f982,CHECKING,-43.99,USD,2026-01-25 00:12:11.895829
212b71a0-6710-4c05-9c23-0e7213ff80c4,fc5d691b-94e9-4b71-abe8-51aab00e9026,SAVINGS,13747.33,EUR,2026-04-18 00:12:11.895873
d4e59968-0303-498e-b414-9aaa616af4c4,ffc42d0e-2c7c-48ea-893f-740549705b9c,SAVINGS,1771.83,CAD,2026-05-10 00:12:11.895917
17fcf488-fb8d-4ff8-8606-c98d54a9af17,81670d95-92ce-4a78-9feb-9a65073b5cef,SAVINGS,21557.92,USD,2026-01-20 00:12:11.895960
c9db50ca-e7d4-47c2-90c5-a6dc75f899f6,2a223e75-39cb-4b37-9279-8231c575bdd2,CHECKING,10122.49,CAD,2026-01-26 00:12:11.896005
68f369e1-badc-483c-8000-d710ea133e73,117bbe82-b157-468d-9161-5c71c150a923,CHECKING,34446.5,CAD,2026-01-31 00:12:11.896049
a963acd9-c424-4f41-ad59-d4ef9ddddc7b,24a0b271-94e7-4d46-b798-10aaaebf7c40,CHECKING,17408.17,CAD,2026-04-26 00:12:11.896092
abd21b9a-7196-43c2-900a-7c6c9e36ff22,e71856aa-492e-43dd-81ce-ad2370ce3c64,INVESTMENT,27631.96,EUR,2026-06-18 00:12:11.896135
d6aa636f-8062-4b63-8f47-24374c8417ae,03c59050-b132-43fd-9c64-3c9676426026,CHECKING,22949.65,USD,2026-02-24 00:12:11.896177
0f68e9c9-024b-44c8-9b8c-ac05e82ffb70,320013cd-1f4d-41d9-af19-0c49cabddb9a,SAVINGS,24055.25,CAD,2026-06-12 00:12:11.896219
29aed145-fb96-4bcd-8dc4-e2883d2dd4af,a6440096-c1fa-4057-a776-d0940e62ff0b,INVESTMENT,18803.35,EUR,2026-03-24 00:12:11.896269
69cfee8a-9e16-49da-8b32-967440800fd5,4e0af9c6-a522-435b-accc-707fbc93cd97,CHECKING,3161.06,CAD,2026-02-18 00:12:11.896311
ed75d086-286e-413d-a481-9a51083519a5,21707438-67c5-43ba-b52d-802ebe988873,INVESTMENT,10196.74,USD,2026-05-15 00:12:11.896353
95a69c0e-9a77-4207-ba66-44b2f019de83,ac5e0509-9ad9-4809-8485-a60ee0cdcdec,CHECKING,16225.41,USD,2026-04-13 00:12:11.896396
556d273f-0f1f-4122-800b-f7f656ddc4ba,f092492d-7e9f-492a-b985-0d6df33bc5a6,SAVINGS,22059.99,EUR,2026-04-05 00:12:11.896438
bd43491a-a589-46de-8cf3-092feac71e05,23638b66-13c6-4b47-bcce-93c2eebc4181,SAVINGS,32757.87,CAD,2026-07-12 00:12:11.896480
cf8c99f8-5090-4ca7-9e1c-d660fcd0dd0a,f1a4c59e-6eaa-43b1-8abd-cd348027e6cb,CHECKING,7263.38,USD,2026-03-26 00:12:11.896525
8e1864be-09c9-454b-a46f-569759f47836,42a14c25-cba9-487f-85c1-b5fde6e0a029,INVESTMENT,24745.22,USD,2026-03-22 00:12:11.896567
178c1c96-1f75-46f5-a117-6a7d1068f97a,a94a0fd9-ded9-41be-bf7d-05cc3d041c02,SAVINGS,14279.75,USD,2026-06-21 00:12:11.896611
5fa5d4dd-5db3-4202-a230-3902df6c7821,1566bf44-0a77-4e3e-bba9-2e5ffc349ec9,INVESTMENT,34097.07,CAD,2026-01-19 00:12:11.896653
6339d2da-e9a9-464c-85c0-9af86d31e2e8,4f7749b6-ec76-4e7e-90f8-651c0165fe77,SAVINGS,25035.13,EUR,2026-07-09 00:12:11.896696
156d786d-bea0-418e-948a-2aaeb7a6e336,28ba9594-c764-47f4-8354-bed3f793eaea,CHECKING,12054.91,INVALID_CURR,2026-02-23 00:12:11.896738
42d8f386-e74b-4725-bacc-1af7020a1524,7daf374e-ddaa-4f85-b8ea-916d8b0f1038,INVESTMENT,5827.01,EUR,2026-02-08 00:12:11.896780
ccbb69ac-dd22-43b5-ae99-8ac76c7753e4,e6991d48-e068-4ea5-835a-3a44f35b0b46,CHECKING,4913.55,CAD,2026-05-03 00:12:11.896822
7aaae158-d049-45b0-818c-f80ecb618fed,212c0a8b-538e-4cb4-a4d5-fda6f2b849ae,SAVINGS,844.69,USD,2026-07-04 00:12:11.896863
e46498f7-7fcd-42b3-bc61-8e5af2be7842,1e4a9474-8056-4b43-9f81-b68f1383827a,CHECKING,4030.08,USD,2026-01-28 00:12:11.896905
db0756f8-ad7b-4a46-9af2-9f752c12e859,9656df55-3e54-4736-854b-b80c294cec5b,CHECKING,22913.89,EUR,2026-05-28 00:12:11.896947
18d45463-ff94-4421-bf6d-1a1f010ce22d,6bf54425-95c0-428f-834e-3ca96a5df679,CHECKING,6759.3,EUR,2026-04-24 00:12:11.896989
46f20fb3-caf1-4876-a20d-b80e7947489f,319c6d78-b964-4079-a0f1-bd073dda6a4b,CHECKING,9751.41,CAD,2026-03-10 00:12:11.897037
e64510ee-97b7-4207-8a85-e10243af353a,71d54997-de68-4cab-8f09-c3dd0246bf3d,INVESTMENT,32275.78,EUR,2026-02-01 00:12:11.897086
a33b131c-2f6a-4abd-ac8e-487e98f637ee,0a0272ce-74ea-484e-8de6-09877e6f8a36,SAVINGS,4381.96,CAD,2026-06-30 00:12:11.897128
59ad81c0-6330-4f1d-abb6-2fe1d935a8c8,568c4812-5944-4c4b-b9c2-6687d847ffd7,INVESTMENT,26553.47,EUR,2026-04-15 00:12:11.897175
392533be-9ee6-4460-92bb-7eca5290f58d,3de9b4a3-6bce-435b-97d4-cea5535bc4db,SAVINGS,2429.25,EUR,2026-03-04 00:12:11.897220
9290c191-dd78-435f-b75e-fdcfc10148c2,472fb61a-d097-4fd4-ae0b-d20c6cc54627,INVESTMENT,941.38,CAD,2026-06-10 00:12:11.897263
cf9c5731-d953-4ac1-be55-2695565d66c4,245699e2-bad7-4709-92f8-cd322a03d642,CHECKING,26784.98,EUR,2026-06-08 00:12:11.897307
7cd2e699-7ff7-40be-8869-2d38cbc087cf,d636af87-66b5-4552-9929-a0b6311ef55d,CHECKING,3884.14,USD,2026-02-07 00:12:11.897349
e913c1bf-e12c-44d3-9b5d-79f0702ed38f,416a44c8-dbe7-4f36-9d2a-7c8afce5c388,INVESTMENT,5223.68,CAD,2026-01-14 00:12:11.897391
132538bc-dce7-4964-a0e8-91ce92effb64,b67c9ef2-b8a8-4956-a89b-458c1fc692cf,SAVINGS,12975.11,CAD,2026-04-29 00:12:11.897433
17431c6b-8df2-43a1-887b-ae858a8a6686,303d4f53-2781-420d-8819-67a9ae6c1d9c,SAVINGS,3525.22,USD,2026-01-31 00:12:11.897476
099e074a-aa95-4e93-9dd0-61ceb3b72430,4f7749b6-ec76-4e7e-90f8-651c0165fe77,CHECKING,4696.52,USD,2026-06-04 00:12:11.897519
4e8e9f90-b3d4-4f4f-81b6-da181ca2c151,ac2c6edb-92a9-45e9-9c79-11fa5dc3053d,CHECKING,9051.79,EUR,2026-05-25 00:12:11.897569
0a1f98db-7a4c-4faa-90ce-98c924279f15,75c6ca89-b1de-435f-89a3-fb32b9c1ed2a,SAVINGS,13301.64,USD,2026-07-13 00:12:11.897614
f37b6ae5-b209-484c-a6ea-1659e4d591f7,7f7ca94d-150d-45ea-875a-46ed1e8ec03d,INVESTMENT,5778.94,USD,2026-03-28 00:12:11.897657
8d29ccf6-b6eb-409b-bc44-d23f6d422bd2,5a66052e-7761-4dd4-9258-638a2ba01415,SAVINGS,8865.32,EUR,2026-03-14 00:12:11.897701
577271dc-9750-4ead-8958-c417bc205931,dd85ea1e-adf1-4307-9760-f1c309508316,CHECKING,418.82,EUR,2026-02-03 00:12:11.897742
fc9eac68-51c4-458f-8d06-d89f249d76b9,87705a96-ca95-4be1-8c55-0d4389a738f6,CHECKING,15895.54,EUR,2026-07-02 00:12:11.897784
6ded0245-97f0-44d2-abf2-55a40cc15b4f,167ef76a-a2df-48c8-88c9-17701faccf45,CHECKING,15942.03,CAD,2026-07-10 00:12:11.897827
583cd821-3597-4cb5-ba97-c214a17fa217,dec0c638-c1d8-4ed2-8f9d-976672e2c28a,CHECKING,34062.14,EUR,2026-04-21 00:12:11.897869
4491887e-ea14-4554-85ea-c9306281a905,6b90ba70-2c26-404f-b02c-b38be04e6f44,CHECKING,4276.47,CAD,2026-02-16 00:12:11.897913
21486694-7a2a-4f8a-93cb-9f27cd5ef563,53f8a0fc-04d5-4377-ad2b-6638f0c28ebb,CHECKING,6718.58,CAD,2026-01-22 00:12:11.897960
ee282ffe-2e99-4c9c-b3e1-c27e23b1d479,440be4b3-356d-4062-b22b-f41eee9205cc,SAVINGS,17953.72,CAD,2026-04-26 00:12:11.898003
5091f937-66c5-4126-a24d-6f0b52ee623b,1a4e9a8e-4e70-45d5-aaf5-76c09c021e20,SAVINGS,13224.92,EUR,2026-06-05 00:12:11.898044
28f3898d-d630-4b0f-9db9-f8b67e5dd7cb,336bc00c-933f-4473-97ec-dd3148bd91ee,INVESTMENT,3889.06,USD,2026-07-09 00:12:11.898085
9041f83a-b406-422e-8fc7-237090021206,0f34f64b-061c-42a6-ab84-788a512b4d34,CHECKING,29673.28,CAD,2026-03-14 00:12:11.898187
103075c6-0573-4f25-ba3a-e130cabacddd,6524160f-fefb-482a-9985-6e73547b9e82,INVESTMENT,19617.5,EUR,2026-01-19 00:12:11.898276
79198c45-acc4-4199-b10f-8ca2f9a8521b,8d85c368-2530-42f3-83b2-15cb227621cc,INVESTMENT,1786.27,EUR,2026-04-30 00:12:11.898344
3d731aa4-e62d-47cf-ada3-09641fc24726,98af413e-800e-428e-b6da-b5851e37434a,CHECKING,21563.98,EUR,2026-03-04 00:12:11.898407
c02d98ae-4245-45a8-96a0-882217030230,6f0825dd-42a1-410c-a131-7aea41be1ae5,CHECKING,6159.89,EUR,2026-06-01 00:12:11.898473
c9c9a241-ba92-4ebf-a174-54f3ffa68df8,705b7c7a-e944-47cd-8d96-42f31b1c2848,SAVINGS,9568.22,EUR,2026-02-12 00:12:11.898530
6af34bb7-f034-4b35-b7f5-b518a403007c,765dc4f4-7edf-4f95-a51b-c5925f8f1615,INVESTMENT,22266.01,EUR,2026-06-15 00:12:11.898579
9b820cc7-0384-42e0-9cd1-70a992686508,42a14c25-cba9-487f-85c1-b5fde6e0a029,CHECKING,30660.74,EUR,2026-03-09 00:12:11.898627
2c1aaeee-e7d9-4480-83e0-9c738b804993,1ac88f97-b962-4ead-8c06-34a0a9cec55f,INVESTMENT,16569.97,EUR,2026-04-21 00:12:11.898678
647cf033-f39f-4e53-b7f3-15347aec341a,d797fac4-4100-441b-992a-38566edb9c2c,INVESTMENT,3557.2,CAD,2026-02-27 00:12:11.898722
2400f77e-c2e1-47ac-99ef-d0e62834852d,12b3adc6-8183-4d25-9010-87a386b6d421,CHECKING,11060.88,USD,2026-05-17 00:12:11.898764
c798bd5d-f908-459a-8530-d774b43fb3b0,08fdc7f6-d73a-4a69-85c3-d67515b98fdd,CHECKING,8288.27,CAD,2026-01-06 00:12:11.898806
23ff91c7-30e9-464b-bcc7-1c8858940179,834fef13-b235-4d49-9250-de38be4cb084,INVESTMENT,3237.06,USD,2026-07-01 00:12:11.898861
95e40f8f-901e-464c-a669-7dc138fc3fa1,a681ac87-c9bf-4004-bd6e-a86130915d1a,INVESTMENT,19678.3,USD,2026-01-29 00:12:11.898901
7ed35c2b-3c02-44db-bc68-d1e5e52c64a3,245832c0-b3bd-4a20-936a-d5bfced1a95d,SAVINGS,23711.56,USD,2026-05-07 00:12:11.898941
84a776ea-117f-434b-b700-542734f65d19,86bd440b-3d85-45d9-97a7-a8df00d1a705,CHECKING,34275.21,USD,2026-06-02 00:12:11.898991
f009d35d-64dc-4b63-ba6a-d0188378bae2,764b7a28-0ff1-41a5-b8ee-84581e0bfb06,INVESTMENT,25869.7,CAD,2026-04-29 00:12:11.899032
a6af5599-aed4-417f-80b6-42e821cfa947,1573854a-4c46-41f8-b718-46435c60c0a3,SAVINGS,17049.16,CAD,2026-05-05 00:12:11.899073
ff6c792c-c8e2-4fb4-b497-7e6c0d1a193a,fbb51aaa-4dad-48d4-8ed6-1e6d324a3d4a,INVESTMENT,17728.39,EUR,2026-04-20 00:12:11.899113
f3b6b5b8-7005-488f-8c0c-b38a4a6e4ede,aff34254-15de-43cd-a6f0-33ed0847aca9,INVESTMENT,26295.52,EUR,2026-07-01 00:12:11.899152
62373e6c-f22e-4dd8-8639-093ab505573d,fbb51aaa-4dad-48d4-8ed6-1e6d324a3d4a,CHECKING,15946.09,EUR,2026-02-19 00:12:11.899193
e58af6af-93a3-452a-98b9-618eff3dfae1,2da0ec89-b170-4257-aeb5-9497c7ba35cc,INVESTMENT,26726.73,USD,2026-06-15 00:12:11.899238
fba7be44-00ab-4106-b27e-890852dd45e8,e029f943-befc-410d-9ee2-72809c1ca1e3,INVESTMENT,34293.69,EUR,2026-01-10 00:12:11.899279
a97dff2d-0810-4da7-a020-617666fb2d52,5e0c15cb-d6e5-43e5-82a1-802daa7ccd46,SAVINGS,1476.54,CAD,2026-05-28 00:12:11.899320
093494d5-5a08-4112-938b-dcce7c897033,cdd0b565-abaa-49b2-bd62-1b5a9d25bd0c,SAVINGS,3396.95,EUR,2026-05-08 00:12:11.899360
db95a545-fed5-4faa-a27a-07c3c3205027,80d6fd85-209d-4c82-9d10-c2ff8d4befe6,SAVINGS,2162.69,EUR,2026-04-05 00:12:11.899400
0523b665-188f-4307-920b-97c30dbb8f3c,5e0fa373-a9ea-4d26-b1fd-052d74f70f20,SAVINGS,7214.12,CAD,2026-04-21 00:12:11.899439
6835bd94-c743-4266-8d59-4d7feb70050b,b6d45a88-40ac-4c2e-94c3-270a23a02502,INVESTMENT,27870.06,CAD,2026-05-19 00:12:11.899479
b675d302-a727-42aa-88f2-85900ae4ee4f,6847702e-1135-4253-8bcf-4fb446832157,INVESTMENT,1691.56,USD,2026-06-27 00:12:11.899518
4b95c969-42cb-4608-97bc-93b0782cb79c,d0e4c8fa-8e69-4c41-b3f7-eb5462e89093,INVESTMENT,20206.85,USD,2026-04-14 00:12:11.899561
27da40cb-95b2-42cc-aa45-8a5f7cad84df,0c38b437-a2a8-4e2c-8bb6-47e447aaf546,INVESTMENT,24575.88,CAD,2026-06-16 00:12:11.899602
5e3cc61e-091c-4d9b-8183-b42b6ce01a21,bf26443d-bc8c-410d-90d4-b187c54c0eb4,INVESTMENT,9822.11,USD,2026-06-10 00:12:11.899642
50894435-29d6-4d24-9523-256e6b8a1226,eca4906a-a245-47d5-b28a-37bc7d06bca0,INVESTMENT,3736.75,CAD,2026-01-21 00:12:11.899682
dc8c3dbb-e164-429f-b2ed-a5c7e25c5e1d,78f3c9aa-2027-49d0-a893-86ee679c4ca1,INVESTMENT,18557.36,CAD,2026-02-06 00:12:11.899722
877d7ebc-a987-4813-a98a-4bc4f9576da8,aabd4456-1f05-4c02-b40e-31700e3c00af,INVESTMENT,27732.33,CAD,2026-02-06 00:12:11.899768
f681fda7-0d52-40a0-9944-17ac8b0c9aa8,80f15be5-087e-4c45-8953-778167421ce3,INVESTMENT,11273.87,CAD,2026-02-12 00:12:11.899815
4eb13a0c-70cd-4dac-a049-360a30ec8bbb,4a1b2e63-6b0e-4368-ba3d-c54cf8df0648,INVESTMENT,16691.96,USD,2026-01-27 00:12:11.899875
c7cecd88-9687-429a-b886-f3520dcfd987,33ba4625-25d5-4248-b0ee-b922a993e6bd,INVESTMENT,9181.17,USD,2026-05-12 00:12:11.899931
0d63b39b-4a2e-4cd4-8d82-3b1255a59bb0,8c3c51a7-2c3f-4df3-b139-05052ae94d41,INVESTMENT,16452.19,USD,2026-02-24 00:12:11.899971
151d59f4-673f-4ee1-b0ff-ba6387eefcf9,846692a5-b39d-47d8-8093-0b78f1038104,INVESTMENT,34998.66,EUR,2026-02-22 00:12:11.900012
44e5d822-894c-4c1f-a182-e74b1e2ec9eb,008b9f7a-d742-402e-a0e8-23340ccf372a,SAVINGS,1701.84,EUR,2026-01-23 00:12:11.900052
8c1f694d-d5f0-48af-9a41-d0fd7ebd0240,a85fd8ee-1429-47bb-a13c-f0d73dc6446b,INVESTMENT,26909.08,USD,2026-01-11 00:12:11.900106
1feff1ce-dd62-4087-8d1c-431669f5f7c0,ebeab08f-9e87-4ae7-8e79-ceaef579ef98,INVESTMENT,1191.4,USD,2026-06-15 00:12:11.900148
3d7709d4-de2f-4192-ba82-f657775f5cc4,6bf54425-95c0-428f-834e-3ca96a5df679,SAVINGS,22150.67,USD,2026-01-24 00:12:11.900201
dac4122b-2c08-4f94-9166-5a3b7cde1016,8a5f728c-6ce3-4066-a02c-2b4c57e0ee1c,CHECKING,30889.8,EUR,2026-07-20 00:12:11.900241
958fd66d-4cb5-4658-ae19-f1f57cb343bf,8fc2e0f5-d428-4abe-bd57-357ecc06d9cf,SAVINGS,15577.67,EUR,2026-03-23 00:12:11.900282
f8f533e5-828a-453f-887c-b5e916d3f72b,e266d8c5-d821-4f1e-bf53-7a116d0a6ff2,SAVINGS,26444.4,CAD,2026-04-11 00:12:11.900323
dfa7aaec-35b8-4e3d-992b-e0918d3bd2a1,fd645410-b1f7-4e28-ae89-4ec321d12374,INVESTMENT,4335.48,EUR,2026-01-17 00:12:11.900392
06255a1c-7766-4408-beaa-a7d8cc5f134f,466aa342-0c06-446c-ac5b-d96632ca28f4,INVESTMENT,24199.31,INVALID_CURR,2026-04-13 00:12:11.900432
7a762185-9af3-4144-8092-a7a043274fd7,b8b2b033-3930-484e-91f6-b338296762ba,CHECKING,986.04,CAD,2026-06-25 00:12:11.900472
